"content","ecoregion","replicate","year","type","NofCell","totalCell","areaHa","areaPercentage"
"seralStage",139,7,1860,4,2528,2783,15800,0.908372260150916
"seralStage",139,7,1880,1,3,2783,18.75,0.00107797340998922
"seralStage",139,7,1880,2,90,2783,562.5,0.0323392022996766
"seralStage",139,7,1880,3,139,2783,868.75,0.0499461013295005
"seralStage",139,7,1880,4,2550,2783,15937.5,0.916277398490837
"seralStage",139,7,1900,1,8,2783,50,0.00287459575997125
"seralStage",139,7,1900,2,80,2783,500,0.0287459575997125
"seralStage",139,7,1900,3,150,2783,937.5,0.053898670499461
"seralStage",139,7,1900,4,2545,2783,15906.25,0.914480776140855
"seralStage",139,7,1920,1,11,2783,68.75,0.00395256916996047
"seralStage",139,7,1920,2,79,2783,493.75,0.0283866331297161
"seralStage",139,7,1920,3,134,2783,837.5,0.0481494789795185
"seralStage",139,7,1920,4,2558,2783,15987.5,0.919151994250809
"seralStage",139,7,1940,1,6,2783,37.5,0.00215594681997844
"seralStage",139,7,1940,2,100,2783,625,0.0359324469996407
"seralStage",139,7,1940,3,138,2783,862.5,0.0495867768595041
"seralStage",139,7,1940,4,2539,2783,15868.75,0.912324829320877
"seralStage",139,7,1960,1,8,2783,50,0.00287459575997125
"seralStage",139,7,1960,2,82,2783,512.5,0.0294646065397054
"seralStage",139,7,1960,3,152,2783,950,0.0546173194394538
"seralStage",139,7,1960,4,2541,2783,15881.25,0.91304347826087
"seralStage",139,7,1980,1,7,2783,43.75,0.00251527128997485
"seralStage",139,7,1980,2,95,2783,593.75,0.0341358246496586
"seralStage",139,7,1980,3,133,2783,831.25,0.0477901545095221
"seralStage",139,7,1980,4,2548,2783,15925,0.915558749550844
"seralStage",139,7,2000,1,3,2783,18.75,0.00107797340998922
"seralStage",139,7,2000,2,99,2783,618.75,0.0355731225296443
"seralStage",139,7,2000,3,159,2783,993.75,0.0571325907294287
"seralStage",139,7,2000,4,2521,2783,15756.25,0.905856988860941
"seralStage",139,8,1400,1,8,2779,50,0.00287873335732278
"seralStage",139,8,1400,2,74,2779,462.5,0.0266282835552357
"seralStage",139,8,1400,3,119,2779,743.75,0.0428211586901763
"seralStage",139,8,1400,4,2578,2779,16112.5,0.927671824397265
"seralStage",139,8,1420,1,6,2779,37.5,0.00215905001799208
"seralStage",139,8,1420,2,78,2779,487.5,0.0280676502338971
"seralStage",139,8,1420,3,135,2779,843.75,0.0485786254048219
"seralStage",139,8,1420,4,2560,2779,16000,0.921194674343289
"seralStage",139,8,1440,1,6,2779,37.5,0.00215905001799208
"seralStage",139,8,1440,2,76,2779,475,0.0273479668945664
"seralStage",139,8,1440,3,127,2779,793.75,0.0456998920474991
"seralStage",139,8,1440,4,2570,2779,16062.5,0.924793091039942
"seralStage",139,8,1460,1,9,2779,56.25,0.00323857502698813
"seralStage",139,8,1460,2,95,2779,593.75,0.034184958618208
"seralStage",139,8,1460,3,146,2779,912.5,0.0525368837711407
"seralStage",139,8,1460,4,2528,2779,15800,0.909679740913998
"seralStage",139,8,1480,1,4,2779,25,0.00143936667866139
"seralStage",139,8,1480,2,103,2779,643.75,0.0370636919755308
"seralStage",139,8,1480,3,143,2779,893.75,0.0514573587621447
"seralStage",139,8,1480,4,2528,2779,15800,0.909679740913998
"seralStage",139,8,1500,1,4,2779,25,0.00143936667866139
"seralStage",139,8,1500,2,93,2779,581.25,0.0334652752788773
"seralStage",139,8,1500,3,154,2779,962.5,0.0554156171284635
"seralStage",139,8,1500,4,2528,2779,15800,0.909679740913998
"seralStage",139,8,1520,1,6,2779,37.5,0.00215905001799208
"seralStage",139,8,1520,2,80,2779,500,0.0287873335732278
"seralStage",139,8,1520,3,156,2779,975,0.0561353004677942
"seralStage",139,8,1520,4,2537,2779,15856.25,0.912918315940986
"seralStage",139,8,1540,1,7,2779,43.75,0.00251889168765743
"seralStage",139,8,1540,2,65,2779,406.25,0.0233897085282476
"seralStage",139,8,1540,3,154,2779,962.5,0.0554156171284635
"seralStage",139,8,1540,4,2551,2779,15943.75,0.917956099316301
"seralStage",139,8,1560,1,9,2779,56.25,0.00323857502698813
"seralStage",139,8,1560,2,84,2779,525,0.0302267002518892
"seralStage",139,8,1560,3,131,2779,818.75,0.0471392587261605
"seralStage",139,8,1560,4,2555,2779,15968.75,0.919395465994962
"seralStage",139,8,1580,1,7,2779,43.75,0.00251889168765743
"seralStage",139,8,1580,2,92,2779,575,0.0331054336092119
"seralStage",139,8,1580,3,136,2779,850,0.0489384670744872
"seralStage",139,8,1580,4,2544,2779,15900,0.915437207628643
"seralStage",139,8,1600,1,7,2779,43.75,0.00251889168765743
"seralStage",139,8,1600,2,78,2779,487.5,0.0280676502338971
"seralStage",139,8,1600,3,147,2779,918.75,0.052896725440806
"seralStage",139,8,1600,4,2547,2779,15918.75,0.916516732637639
"seralStage",139,8,1620,1,4,2779,25,0.00143936667866139
"seralStage",139,8,1620,2,96,2779,600,0.0345448002878733
"seralStage",139,8,1620,3,126,2779,787.5,0.0453400503778338
"seralStage",139,8,1620,4,2553,2779,15956.25,0.918675782655632
"seralStage",139,8,1640,1,2,2779,12.5,0.000719683339330694
"seralStage",139,8,1640,2,84,2779,525,0.0302267002518892
"seralStage",139,8,1640,3,168,2779,1050,0.0604534005037783
"seralStage",139,8,1640,4,2525,2779,15781.25,0.908600215905002
"seralStage",139,8,1660,1,7,2779,43.75,0.00251889168765743
"seralStage",139,8,1660,2,78,2779,487.5,0.0280676502338971
"seralStage",139,8,1660,3,147,2779,918.75,0.052896725440806
"seralStage",139,8,1660,4,2546,2779,15912.5,0.916156890967974
"seralStage",139,8,1680,1,3,2779,18.75,0.00107952500899604
"seralStage",139,8,1680,2,82,2779,512.5,0.0295070169125585
"seralStage",139,8,1680,3,143,2779,893.75,0.0514573587621447
"seralStage",139,8,1680,4,2551,2779,15943.75,0.917956099316301
"seralStage",139,8,1700,1,7,2779,43.75,0.00251889168765743
"seralStage",139,8,1700,2,74,2779,462.5,0.0266282835552357
"seralStage",139,8,1700,3,143,2779,893.75,0.0514573587621447
"seralStage",139,8,1700,4,2555,2779,15968.75,0.919395465994962
"seralStage",139,8,1720,1,10,2779,62.5,0.00359841669665347
"seralStage",139,8,1720,2,79,2779,493.75,0.0284274919035624
"seralStage",139,8,1720,3,147,2779,918.75,0.052896725440806
"seralStage",139,8,1720,4,2543,2779,15893.75,0.915077365958978
"seralStage",139,8,1740,1,9,2779,56.25,0.00323857502698813
"seralStage",139,8,1740,2,76,2779,475,0.0273479668945664
"seralStage",139,8,1740,3,129,2779,806.25,0.0464195753868298
"seralStage",139,8,1740,4,2565,2779,16031.25,0.922993882691616
"seralStage",139,8,1760,1,3,2779,18.75,0.00107952500899604
"seralStage",139,8,1760,2,85,2779,531.25,0.0305865419215545
"seralStage",139,8,1760,3,148,2779,925,0.0532565671104714
"seralStage",139,8,1760,4,2543,2779,15893.75,0.915077365958978
"seralStage",139,8,1780,1,1,2779,6.25,0.000359841669665347
"seralStage",139,8,1780,2,78,2779,487.5,0.0280676502338971
"seralStage",139,8,1780,3,160,2779,1000,0.0575746671464556
"seralStage",139,8,1780,4,2540,2779,15875,0.913997840949982
"seralStage",139,8,1800,1,6,2779,37.5,0.00215905001799208
"seralStage",139,8,1800,2,68,2779,425,0.0244692335372436
"seralStage",139,8,1800,3,139,2779,868.75,0.0500179920834833
"seralStage",139,8,1800,4,2566,2779,16037.5,0.923353724361281
"seralStage",139,8,1820,1,5,2779,31.25,0.00179920834832674
"seralStage",139,8,1820,2,96,2779,600,0.0345448002878733
"seralStage",139,8,1820,3,128,2779,800,0.0460597337171644
"seralStage",139,8,1820,4,2549,2779,15931.25,0.91723641597697
"seralStage",139,8,1840,1,3,2779,18.75,0.00107952500899604
"seralStage",139,8,1840,2,82,2779,512.5,0.0295070169125585
"seralStage",139,8,1840,3,150,2779,937.5,0.0539762504498021
"seralStage",139,8,1840,4,2542,2779,15887.5,0.914717524289313
"seralStage",139,8,1860,1,5,2779,31.25,0.00179920834832674
"seralStage",139,8,1860,2,77,2779,481.25,0.0277078085642317
"seralStage",139,8,1860,3,153,2779,956.25,0.0550557754587981
"seralStage",139,8,1860,4,2543,2779,15893.75,0.915077365958978
"seralStage",139,8,1880,1,8,2779,50,0.00287873335732278
"seralStage",139,8,1880,2,73,2779,456.25,0.0262684418855703
"seralStage",139,8,1880,3,115,2779,718.75,0.0413817920115149
"seralStage",139,8,1880,4,2582,2779,16137.5,0.929111191075927
"seralStage",139,8,1900,1,5,2779,31.25,0.00179920834832674
"seralStage",139,8,1900,2,77,2779,481.25,0.0277078085642317
"seralStage",139,8,1900,3,140,2779,875,0.0503778337531486
"seralStage",139,8,1900,4,2556,2779,15975,0.919755307664628
"seralStage",139,8,1920,1,3,2779,18.75,0.00107952500899604
"seralStage",139,8,1920,2,96,2779,600,0.0345448002878733
"seralStage",139,8,1920,3,148,2779,925,0.0532565671104714
"seralStage",139,8,1920,4,2531,2779,15818.75,0.910759265922994
"seralStage",139,8,1940,1,14,2779,87.5,0.00503778337531486
"seralStage",139,8,1940,2,82,2779,512.5,0.0295070169125585
"seralStage",139,8,1940,3,153,2779,956.25,0.0550557754587981
"seralStage",139,8,1940,4,2528,2779,15800,0.909679740913998
"seralStage",139,8,1960,1,5,2779,31.25,0.00179920834832674
"seralStage",139,8,1960,2,80,2779,500,0.0287873335732278
"seralStage",139,8,1960,3,156,2779,975,0.0561353004677942
"seralStage",139,8,1960,4,2536,2779,15850,0.912558474271321
"seralStage",139,8,1980,1,6,2779,37.5,0.00215905001799208
"seralStage",139,8,1980,2,92,2779,575,0.0331054336092119
"seralStage",139,8,1980,3,121,2779,756.25,0.043540842029507
"seralStage",139,8,1980,4,2558,2779,15987.5,0.920474991003958
"seralStage",139,8,2000,1,3,2779,18.75,0.00107952500899604
"seralStage",139,8,2000,2,85,2779,531.25,0.0305865419215545
"seralStage",139,8,2000,3,153,2779,956.25,0.0550557754587981
"seralStage",139,8,2000,4,2535,2779,15843.75,0.912198632601655
"seralStage",139,9,1400,1,7,2781,43.75,0.0025170801869831
"seralStage",139,9,1400,2,85,2781,531.25,0.0305645451276519
"seralStage",139,9,1400,3,144,2781,900,0.0517799352750809
"seralStage",139,9,1400,4,2545,2781,15906.25,0.915138439410284
"seralStage",139,9,1420,1,11,2781,68.75,0.00395541172240201
"seralStage",139,9,1420,2,72,2781,450,0.0258899676375405
"seralStage",139,9,1420,3,151,2781,943.75,0.054297015462064
"seralStage",139,9,1420,4,2547,2781,15918.75,0.915857605177994
"seralStage",139,9,1440,1,4,2781,25,0.00143833153541891
"seralStage",139,9,1440,2,79,2781,493.75,0.0284070478245236
"seralStage",139,9,1440,3,142,2781,887.5,0.0510607695073714
"seralStage",139,9,1440,4,2556,2781,15975,0.919093851132686
"seralStage",139,9,1460,1,10,2781,62.5,0.00359582883854729
"seralStage",139,9,1460,2,80,2781,500,0.0287666307083783
"seralStage",139,9,1460,3,134,2781,837.5,0.0481841064365336
"seralStage",139,9,1460,4,2557,2781,15981.25,0.919453434016541
"seralStage",139,9,1480,1,3,2781,18.75,0.00107874865156419
"seralStage",139,9,1480,2,83,2781,518.75,0.0298453793599425
"seralStage",139,9,1480,3,131,2781,818.75,0.0471053577849694
"seralStage",139,9,1480,4,2564,2781,16025,0.921970514203524
"seralStage",139,9,1500,1,6,2781,37.5,0.00215749730312837
"seralStage",139,9,1500,2,85,2781,531.25,0.0305645451276519
"seralStage",139,9,1500,3,157,2781,981.25,0.0564545127651924
"seralStage",139,9,1500,4,2533,2781,15831.25,0.910823444804027
"seralStage",139,9,1520,1,7,2781,43.75,0.0025170801869831
"seralStage",139,9,1520,2,69,2781,431.25,0.0248112189859763
"seralStage",139,9,1520,3,146,2781,912.5,0.0524991010427904
"seralStage",139,9,1520,4,2558,2781,15987.5,0.919813016900396
"seralStage",139,9,1540,1,10,2781,62.5,0.00359582883854729
"seralStage",139,9,1540,2,76,2781,475,0.0273282991729594
"seralStage",139,9,1540,3,131,2781,818.75,0.0471053577849694
"seralStage",139,9,1540,4,2563,2781,16018.75,0.921610931319669
"seralStage",139,9,1560,1,10,2781,62.5,0.00359582883854729
"seralStage",139,9,1560,2,77,2781,481.25,0.0276878820568141
"seralStage",139,9,1560,3,147,2781,918.75,0.0528586839266451
"seralStage",139,9,1560,4,2546,2781,15912.5,0.915498022294139
"seralStage",139,9,1580,1,5,2781,31.25,0.00179791441927364
"seralStage",139,9,1580,2,95,2781,593.75,0.0341603739661992
"seralStage",139,9,1580,3,134,2781,837.5,0.0481841064365336
"seralStage",139,9,1580,4,2546,2781,15912.5,0.915498022294139
"seralStage",139,9,1600,1,7,2781,43.75,0.0025170801869831
"seralStage",139,9,1600,2,79,2781,493.75,0.0284070478245236
"seralStage",139,9,1600,3,160,2781,1000,0.0575332614167566
"seralStage",139,9,1600,4,2534,2781,15837.5,0.911183027687882
"seralStage",139,9,1620,1,8,2781,50,0.00287666307083783
"seralStage",139,9,1620,2,73,2781,456.25,0.0262495505213952
"seralStage",139,9,1620,3,128,2781,800,0.0460266091334052
"seralStage",139,9,1620,4,2571,2781,16068.75,0.924487594390507
"seralStage",139,9,1640,1,3,2781,18.75,0.00107874865156419
"seralStage",139,9,1640,2,76,2781,475,0.0273282991729594
"seralStage",139,9,1640,3,128,2781,800,0.0460266091334052
"seralStage",139,9,1640,4,2574,2781,16087.5,0.925566343042071
"seralStage",139,9,1660,1,10,2781,62.5,0.00359582883854729
"seralStage",139,9,1660,2,68,2781,425,0.0244516361021215
"seralStage",139,9,1660,3,129,2781,806.25,0.04638619201726
"seralStage",139,9,1660,4,2573,2781,16081.25,0.925206760158216
"seralStage",139,9,1680,1,5,2781,31.25,0.00179791441927364
"seralStage",139,9,1680,2,74,2781,462.5,0.0266091334052499
"seralStage",139,9,1680,3,134,2781,837.5,0.0481841064365336
"seralStage",139,9,1680,4,2568,2781,16050,0.923408845738943
"seralStage",139,9,1700,1,7,2781,43.75,0.0025170801869831
"seralStage",139,9,1700,2,89,2781,556.25,0.0320028766630708
"seralStage",139,9,1700,3,119,2781,743.75,0.0427903631787127
"seralStage",139,9,1700,4,2565,2781,16031.25,0.922330097087379
"seralStage",139,9,1720,1,7,2781,43.75,0.0025170801869831
"seralStage",139,9,1720,2,75,2781,468.75,0.0269687162891046
"seralStage",139,9,1720,3,163,2781,1018.75,0.0586120100683208
"seralStage",139,9,1720,4,2536,2781,15850,0.911902193455592
"seralStage",139,9,1740,1,8,2781,50,0.00287666307083783
"seralStage",139,9,1740,2,84,2781,525,0.0302049622437972
"seralStage",139,9,1740,3,140,2781,875,0.050341603739662
"seralStage",139,9,1740,4,2549,2781,15931.25,0.916576770945703
"seralStage",139,9,1760,1,5,2781,31.25,0.00179791441927364
"seralStage",139,9,1760,2,67,2781,418.75,0.0240920532182668
"seralStage",139,9,1760,3,154,2781,962.5,0.0553757641136282
"seralStage",139,9,1760,4,2555,2781,15968.75,0.918734268248831
"seralStage",139,9,1780,1,4,2781,25,0.00143833153541891
"seralStage",139,9,1780,2,78,2781,487.5,0.0280474649406688
"seralStage",139,9,1780,3,146,2781,912.5,0.0524991010427904
"seralStage",139,9,1780,4,2553,2781,15956.25,0.918015102481122
"seralStage",139,9,1800,1,6,2781,37.5,0.00215749730312837
"seralStage",139,9,1800,2,83,2781,518.75,0.0298453793599425
"seralStage",139,9,1800,3,130,2781,812.5,0.0467457749011147
"seralStage",139,9,1800,4,2562,2781,16012.5,0.921251348435814
"seralStage",139,9,1820,1,6,2781,37.5,0.00215749730312837
"seralStage",139,9,1820,2,78,2781,487.5,0.0280474649406688
"seralStage",139,9,1820,3,141,2781,881.25,0.0507011866235167
"seralStage",139,9,1820,4,2556,2781,15975,0.919093851132686
"seralStage",139,9,1840,1,5,2781,31.25,0.00179791441927364
"seralStage",139,9,1840,2,75,2781,468.75,0.0269687162891046
"seralStage",139,9,1840,3,152,2781,950,0.0546565983459187
"seralStage",139,9,1840,4,2549,2781,15931.25,0.916576770945703
"seralStage",139,9,1860,1,14,2781,87.5,0.0050341603739662
"seralStage",139,9,1860,2,78,2781,487.5,0.0280474649406688
"seralStage",139,9,1860,3,134,2781,837.5,0.0481841064365336
"seralStage",139,9,1860,4,2554,2781,15962.5,0.918374685364977
"seralStage",139,9,1880,1,7,2781,43.75,0.0025170801869831
"seralStage",139,9,1880,2,82,2781,512.5,0.0294857964760877
"seralStage",139,9,1880,3,152,2781,950,0.0546565983459187
"seralStage",139,9,1880,4,2539,2781,15868.75,0.912980942107156
"seralStage",139,9,1900,1,6,2781,37.5,0.00215749730312837
"seralStage",139,9,1900,2,90,2781,562.5,0.0323624595469256
"seralStage",139,9,1900,3,149,2781,931.25,0.0535778496943545
"seralStage",139,9,1900,4,2534,2781,15837.5,0.911183027687882
"seralStage",139,9,1920,1,3,2781,18.75,0.00107874865156419
"seralStage",139,9,1920,2,83,2781,518.75,0.0298453793599425
"seralStage",139,9,1920,3,125,2781,781.25,0.0449478604818411
"seralStage",139,9,1920,4,2567,2781,16043.75,0.923049262855088
"seralStage",139,9,1940,1,3,2781,18.75,0.00107874865156419
"seralStage",139,9,1940,2,100,2781,625,0.0359582883854729
"seralStage",139,9,1940,3,135,2781,843.75,0.0485436893203883
"seralStage",139,9,1940,4,2540,2781,15875,0.91334052499101
"seralStage",139,9,1960,1,6,2781,37.5,0.00215749730312837
"seralStage",139,9,1960,2,76,2781,475,0.0273282991729594
"seralStage",139,9,1960,3,157,2781,981.25,0.0564545127651924
"seralStage",139,9,1960,4,2539,2781,15868.75,0.912980942107156
"seralStage",139,9,1980,1,5,2781,31.25,0.00179791441927364
"seralStage",139,9,1980,2,71,2781,443.75,0.0255303847536857
"seralStage",139,9,1980,3,165,2781,1031.25,0.0593311758360302
"seralStage",139,9,1980,4,2537,2781,15856.25,0.912261776339446
"seralStage",139,9,2000,1,5,2781,31.25,0.00179791441927364
"seralStage",139,9,2000,2,83,2781,518.75,0.0298453793599425
"seralStage",139,9,2000,3,126,2781,787.5,0.0453074433656958
"seralStage",139,9,2000,4,2562,2781,16012.5,0.921251348435814
"seralStage",139,10,1400,1,8,2782,50,0.00287562904385334
"seralStage",139,10,1400,2,85,2782,531.25,0.0305535585909418
"seralStage",139,10,1400,3,139,2782,868.75,0.0499640546369518
"seralStage",139,10,1400,4,2550,2782,15937.5,0.916606757728253
"seralStage",139,10,1420,1,3,2782,18.75,0.001078360891445
"seralStage",139,10,1420,2,76,2782,475,0.0273184759166068
"seralStage",139,10,1420,3,138,2782,862.5,0.0496046010064702
"seralStage",139,10,1420,4,2565,2782,16031.25,0.921998562185478
"seralStage",139,10,1440,1,4,2782,25,0.00143781452192667
"seralStage",139,10,1440,2,80,2782,500,0.0287562904385334
"seralStage",139,10,1440,3,123,2782,768.75,0.0442127965492451
"seralStage",139,10,1440,4,2574,2782,16087.5,0.925233644859813
"seralStage",139,10,1460,1,4,2782,25,0.00143781452192667
"seralStage",139,10,1460,2,72,2782,450,0.0258806613946801
"seralStage",139,10,1460,3,152,2782,950,0.0546369518332135
"seralStage",139,10,1460,4,2553,2782,15956.25,0.917685118619698
"seralStage",139,10,1480,1,5,2782,31.25,0.00179726815240834
"seralStage",139,10,1480,2,53,2782,331.25,0.0190510424155284
"seralStage",139,10,1480,3,145,2782,906.25,0.0521207764198418
"seralStage",139,10,1480,4,2578,2782,16112.5,0.92667145938174
"seralStage",139,10,1500,1,5,2782,31.25,0.00179726815240834
"seralStage",139,10,1500,2,62,2782,387.5,0.0222861250898634
"seralStage",139,10,1500,3,130,2782,812.5,0.0467289719626168
"seralStage",139,10,1500,4,2583,2782,16143.75,0.928468727534148
"seralStage",139,10,1520,1,4,2782,25,0.00143781452192667
"seralStage",139,10,1520,2,72,2782,450,0.0258806613946801
"seralStage",139,10,1520,3,122,2782,762.5,0.0438533429187635
"seralStage",139,10,1520,4,2581,2782,16131.25,0.927749820273185
"seralStage",139,10,1540,1,5,2782,31.25,0.00179726815240834
"seralStage",139,10,1540,2,84,2782,525,0.0301941049604601
"seralStage",139,10,1540,3,130,2782,812.5,0.0467289719626168
"seralStage",139,10,1540,4,2561,2782,16006.25,0.920560747663551
"seralStage",139,10,1560,1,6,2782,37.5,0.00215672178289001
"seralStage",139,10,1560,2,76,2782,475,0.0273184759166068
"seralStage",139,10,1560,3,145,2782,906.25,0.0521207764198418
"seralStage",139,10,1560,4,2552,2782,15950,0.917325664989216
"seralStage",139,10,1580,1,7,2782,43.75,0.00251617541337168
"seralStage",139,10,1580,2,91,2782,568.75,0.0327102803738318
"seralStage",139,10,1580,3,139,2782,868.75,0.0499640546369518
"seralStage",139,10,1580,4,2543,2782,15893.75,0.914090582314881
"seralStage",139,10,1600,1,6,2782,37.5,0.00215672178289001
"seralStage",139,10,1600,2,83,2782,518.75,0.0298346513299784
"seralStage",139,10,1600,3,158,2782,987.5,0.0567936736161035
"seralStage",139,10,1600,4,2534,2782,15837.5,0.910855499640546
"seralStage",139,10,1620,1,3,2782,18.75,0.001078360891445
"seralStage",139,10,1620,2,72,2782,450,0.0258806613946801
"seralStage",139,10,1620,3,145,2782,906.25,0.0521207764198418
"seralStage",139,10,1620,4,2561,2782,16006.25,0.920560747663551
"seralStage",139,10,1640,1,8,2782,50,0.00287562904385334
"seralStage",139,10,1640,2,84,2782,525,0.0301941049604601
"seralStage",139,10,1640,3,128,2782,800,0.0460100647016535
"seralStage",139,10,1640,4,2560,2782,16000,0.92020129403307
"seralStage",139,10,1660,1,5,2782,31.25,0.00179726815240834
"seralStage",139,10,1660,2,97,2782,606.25,0.0348670021567218
"seralStage",139,10,1660,3,130,2782,812.5,0.0467289719626168
"seralStage",139,10,1660,4,2548,2782,15925,0.91588785046729
"seralStage",139,10,1680,1,6,2782,37.5,0.00215672178289001
"seralStage",139,10,1680,2,86,2782,537.5,0.0309130122214234
"seralStage",139,10,1680,3,153,2782,956.25,0.0549964054636952
"seralStage",139,10,1680,4,2534,2782,15837.5,0.910855499640546
"seralStage",139,10,1700,1,8,2782,50,0.00287562904385334
"seralStage",139,10,1700,2,77,2782,481.25,0.0276779295470884
"seralStage",139,10,1700,3,159,2782,993.75,0.0571531272465852
"seralStage",139,10,1700,4,2537,2782,15856.25,0.911933860531991
"seralStage",139,10,1720,1,8,2782,50,0.00287562904385334
"seralStage",139,10,1720,2,68,2782,425,0.0244428468727534
"seralStage",139,10,1720,3,143,2782,893.75,0.0514018691588785
"seralStage",139,10,1720,4,2561,2782,16006.25,0.920560747663551
"seralStage",139,10,1740,1,4,2782,25,0.00143781452192667
"seralStage",139,10,1740,2,77,2782,481.25,0.0276779295470884
"seralStage",139,10,1740,3,128,2782,800,0.0460100647016535
"seralStage",139,10,1740,4,2572,2782,16075,0.92451473759885
"seralStage",139,10,1760,1,7,2782,43.75,0.00251617541337168
"seralStage",139,10,1760,2,98,2782,612.5,0.0352264557872035
"seralStage",139,10,1760,3,134,2782,837.5,0.0481667864845435
"seralStage",139,10,1760,4,2542,2782,15887.5,0.9137311286844
"seralStage",139,10,1780,1,5,2782,31.25,0.00179726815240834
"seralStage",139,10,1780,2,65,2782,406.25,0.0233644859813084
"seralStage",139,10,1780,3,178,2782,1112.5,0.0639827462257369
"seralStage",139,10,1780,4,2532,2782,15825,0.910136592379583
"seralStage",139,10,1800,1,9,2782,56.25,0.00323508267433501
"seralStage",139,10,1800,2,79,2782,493.75,0.0283968368080518
"seralStage",139,10,1800,3,131,2782,818.75,0.0470884255930985
"seralStage",139,10,1800,4,2562,2782,16012.5,0.920920201294033
"seralStage",139,10,1820,1,7,2782,43.75,0.00251617541337168
"seralStage",139,10,1820,2,85,2782,531.25,0.0305535585909418
"seralStage",139,10,1820,3,143,2782,893.75,0.0514018691588785
"seralStage",139,10,1820,4,2546,2782,15912.5,0.915168943206326
"seralStage",139,10,1840,1,3,2782,18.75,0.001078360891445
"seralStage",139,10,1840,2,73,2782,456.25,0.0262401150251618
"seralStage",139,10,1840,3,150,2782,937.5,0.0539180445722502
"seralStage",139,10,1840,4,2555,2782,15968.75,0.918404025880661
"seralStage",139,10,1860,1,5,2782,31.25,0.00179726815240834
"seralStage",139,10,1860,2,90,2782,562.5,0.0323508267433501
"seralStage",139,10,1860,3,144,2782,900,0.0517613227893602
"seralStage",139,10,1860,4,2541,2782,15881.25,0.913371675053918
"seralStage",139,10,1880,1,7,2782,43.75,0.00251617541337168
"seralStage",139,10,1880,2,78,2782,487.5,0.0280373831775701
"seralStage",139,10,1880,3,163,2782,1018.75,0.0585909417685119
"seralStage",139,10,1880,4,2533,2782,15831.25,0.910496046010065
"seralStage",139,10,1900,1,12,2782,75,0.00431344356578001
"seralStage",139,10,1900,2,76,2782,475,0.0273184759166068
"seralStage",139,10,1900,3,140,2782,875,0.0503235082674335
"seralStage",139,10,1900,4,2554,2782,15962.5,0.91804457225018
"seralStage",139,10,1920,1,12,2782,75,0.00431344356578001
"seralStage",139,10,1920,2,87,2782,543.75,0.0312724658519051
"seralStage",139,10,1920,3,157,2782,981.25,0.0564342199856219
"seralStage",139,10,1920,4,2526,2782,15787.5,0.907979870596693
"seralStage",139,10,1940,1,3,2782,18.75,0.001078360891445
"seralStage",139,10,1940,2,99,2782,618.75,0.0355859094176851
"seralStage",139,10,1940,3,160,2782,1000,0.0575125808770669
"seralStage",139,10,1940,4,2520,2782,15750,0.905823148813803
"seralStage",139,10,1960,1,9,2782,56.25,0.00323508267433501
"seralStage",139,10,1960,2,102,2782,637.5,0.0366642703091301
"seralStage",139,10,1960,3,158,2782,987.5,0.0567936736161035
"seralStage",139,10,1960,4,2513,2782,15706.25,0.903306973400431
"seralStage",139,10,1980,1,5,2782,31.25,0.00179726815240834
"seralStage",139,10,1980,2,74,2782,462.5,0.0265995686556434
"seralStage",139,10,1980,3,168,2782,1050,0.0603882099209202
"seralStage",139,10,1980,4,2535,2782,15843.75,0.911214953271028
"seralStage",139,10,2000,1,4,2782,25,0.00143781452192667
"seralStage",139,10,2000,2,78,2782,487.5,0.0280373831775701
"seralStage",139,10,2000,3,138,2782,862.5,0.0496046010064702
"seralStage",139,10,2000,4,2562,2782,16012.5,0.920920201294033
"seralStage",149,1,1400,1,29,10476,181.25,0.00276823214967545
"seralStage",149,1,1400,2,267,10476,1668.75,0.0254868270332188
"seralStage",149,1,1400,3,533,10476,3331.25,0.0508781977854143
"seralStage",149,1,1400,4,9647,10476,60293.75,0.920866743031691
"seralStage",149,1,1420,1,16,10476,100,0.00152730049637266
"seralStage",149,1,1420,2,239,10476,1493.75,0.0228140511645666
"seralStage",149,1,1420,3,521,10476,3256.25,0.0497327224131348
"seralStage",149,1,1420,4,9699,10476,60618.75,0.925830469644903
"seralStage",149,1,1440,1,28,10476,175,0.00267277586865216
"seralStage",149,1,1440,2,212,10476,1325,0.0202367315769378
"seralStage",149,1,1440,3,517,10476,3231.25,0.0493508972890416
"seralStage",149,1,1440,4,9718,10476,60737.5,0.927644138984345
"seralStage",149,1,1460,1,25,10476,156.25,0.00238640702558228
"seralStage",149,1,1460,2,258,10476,1612.5,0.0246277205040092
"seralStage",149,1,1460,3,497,10476,3106.25,0.0474417716685758
"seralStage",149,1,1460,4,9695,10476,60593.75,0.925448644520809
"seralStage",149,1,1480,1,22,10476,137.5,0.00210003818251241
"seralStage",149,1,1480,2,264,10476,1650,0.0252004581901489
"seralStage",149,1,1480,3,504,10476,3150,0.0481099656357388
"seralStage",149,1,1480,4,9684,10476,60525,0.924398625429553
"seralStage",149,1,1500,1,21,10476,131.25,0.00200458190148912
"seralStage",149,1,1500,2,266,10476,1662.5,0.0253913707521955
"seralStage",149,1,1500,3,518,10476,3237.5,0.0494463535700649
"seralStage",149,1,1500,4,9668,10476,60425,0.922871324933181
"seralStage",149,1,1520,1,30,10476,187.5,0.00286368843069874
